IndicatorCode,IndicatorName,Language
GDO_q9x1_3,"Dementia-specific hospital beds (per 10,000 population)",EN
GDO_q9x1_4,"Geriatric-specific hospital beds (per 10,000 population)",EN
GDO_q9x1_5,"Total dementia hospital admissions (per 100,000)",EN
GDO_q9x1_7,Estimated percentage of hospitals following national dementia standards,EN
GDO_q9x2_1,"Density of residential long-term care facilities (per 100,000 population)",EN
GDO_q9x2_2,Residential long-term care beds (per 10 000 population),EN
GDO_q9x2_3,"Dementia-specific residential long-term care beds (per 10,000 population)",EN
GDO_q9x2_4,Estimated number of people with dementia living in residential long-term care,EN
GDO_q9x2_5,Estimated percentage of residential long-term care facilities following national dementia standards,EN
GDO_q9x3_1,"Density of hospice centres (per 100,000 population)",EN
GDO_q9x3_2,Hospice centre beds (per 10 000 population),EN
GDO_q9x3_3,"Dementia-specific hospice care beds (per 10,000 population)",EN
GDO_q9x4_1,"Density of adult day centres (per 100,000 population)",EN
GDO_q9x4_2,"Adult day centre places (per 10,000 population)",EN
GDO_q9x4_3,"Dementia-specific adult day centre places (per 10,000 population)",EN
GDO_q9x5_1,"Density of outpatient health centres (per 100,000 population)",EN
GDO_q9x5_2,Estimated number of people with dementia receiving services at outpatient health centre,EN
GDO_q9x6_1,"Density of outpatient social centres (per 100,000 population)",EN
GDO_q9x6_2,Estimated number of people with dementia receiving services at outpatient social centre,EN
GHE_DALYNUM,Disability-adjusted life years (DALYs),EN
GHE_DALYRATE,Disability-adjusted life years (DALYs) (per 100 000 population),EN
GHE_YLDNUM,Years of healthy life lost due to disability (YLDs),EN
GHE_YLDRATE,Years of healthy life lost due to disability (YLDs) (per 100 000 population),EN
GHE_YLLNUM,Years of life lost from mortality (YLLs),EN
GHE_YLLRATE,Years of life lost from mortality (YLLs) (per 100 000 population),EN
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,EN
GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,EN
GHED_CHEGDP_SHA2011,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%),EN
GHED_EXT_pc_PPP_SHA2011,External health expenditure (EXT) per capita in PPP int$,EN
GHED_EXT_pc_US_SHA2011,External health expenditure (EXT) per capita in US$,EN
GHED_EXTCHE_SHA2011,External health expenditure (EXT) as percentage of current health expenditure (CHE) (%),EN
GHED_GGHE-D_pc_PPP_SHA2011,Domestic general government health expenditure (GGHE-D) per capita in PPP int$,EN
GHED_GGHE-D_pc_US_SHA2011,Domestic general government health expenditure (GGHE-D) per capita in US$,EN
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),EN
GHED_GGHE-DGDP_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of gross domestic product (GDP) (%),EN
GHED_GGHE-DGGE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),EN
GHED_OOP_pc_PPP_SHA2011,Out-of-pocket expenditure (OOP) per capita in PPP int$,EN
GHED_OOP_pc_US_SHA2011,Out-of-pocket expenditure (OOP) per capita in US$,EN
GHED_OOPSCHE_SHA2011,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%),EN
GHED_PVT-D_pc_PPP_SHA2011,Domestic private health expenditure (PVT-D) per capita in PPP int$,EN
GHED_PVT-D_pc_US_SHA2011,Domestic private health expenditure (PVT-D) per capita in US$,EN
GHED_PVT-DCHE_SHA2011,Domestic private health expenditure (PVT-D) as percentage of current health expenditure (CHE) (%),EN
GOE_Q001,National universal health coverage strategy,EN
GOE_Q002,strategy refers to the use of ICT to support UHC,EN
GOE_Q003,National eHealth strategy,EN
GOE_Q004,National eHealth strategy refers to objectives of UHC,EN
GOE_Q006,National  health information system (HIS) policy or strategy,EN
GOE_Q007,Public funding for eHealth,EN
GOE_Q008,Private funding for eHealth,EN
GOE_Q009,Donor/ non-public development funding for eHealth,EN
GOE_Q010,Public-private partnerships for eHealth,EN
GOE_Q011,Strategy implementation funding available for eHealth,EN
GOE_Q012,Proportion of public funding,EN
GOE_Q013,Proportion of private funding,EN
GOE_Q014,Proportion of donor/non public development funding,EN
GOE_Q015,Proportion ofpublic private partnerships funding,EN
GOE_Q017,Government-supported health internet sites provide information in multiple languages,EN
GOE_Q018,Tertiary institutions provide students of health sciences with training on eHealth,EN
GOE_Q022,Institutions offer in-service training to health professionals on ICT for health,EN
GOE_Q028,mHealth programmes are sponsored by government,EN
GOE_Q030_1,Regulating mobile devices and software,EN
GOE_Q030_2,Promoting standards and interoperability,EN
GOE_Q030_3,Providing guidance on privacy and security,EN
GOE_Q030_4,Providing oversight and enforcement of data ownership,EN
GOE_Q030_5,Promoting the development and adoption of mHealth,EN
GOE_Q031,"Regulatory oversight of mobile apps for quality, safety and reliability",EN
GOE_Q032,Providing incentives and guidance for innovation research and evaluation of health,EN
GOE_Q047,Government-sponsored mHealth programmes are being evaluated,EN
GOE_Q057,Capacity,EN
GOE_Q058,Infrastructure,EN
GOE_Q059,Funding,EN
GOE_Q060,Effectiveness,EN
GOE_Q061,Cost-effectiveness,EN
GOE_Q062,Demand,EN
GOE_Q063,Legal,EN
GOE_Q064,Policy,EN
GOE_Q065,Priorities,EN
GOE_Q069,Country has telehealth policy or strategy,EN
GOE_Q070,Strategy includes objectives as to how telehealth contributes to UHC,EN
GOE_Q081,Evaluation of any government-sponsored telehealth programmes,EN
GOE_Q103,eLearning is used in pre-service education to teach health sciences students,EN
GOE_Q104_1,Reducing cost of delivering content,EN
GOE_Q104_2,Improving access to content and experts,EN
GOE_Q104_3,Enabling access to education where learning facilities are limited,EN
GOE_Q109,Pre-service eLearning programmes have been evaluated,EN
GOE_Q118,eLearning used for in-service training of health professionals,EN
GOE_Q119_1,Reducing cost of delivering content,EN
GOE_Q119_2,Improving access to content and experts,EN
GOE_Q119_3,Enabling access to education where learning facilities are limited,EN
GOE_Q120,eLearning courses accredited by continuing medical education or professional licensing bodies,EN
GOE_Q122,eLearning programmes for in-service training of health professionals have been evaluated,EN
GOE_Q131,Lack of capacity,EN
GOE_Q132,Lack of infrastructure,EN
GOE_Q133,Lack of funding,EN
GOE_Q134,Not possible to gain a health sciences degree entirely through eLearning,EN
GOE_Q135,Lack of evidence that eLearning is effective,EN
GOE_Q136,Lack of evidence over cost-effectiveness,EN
GOE_Q137,Lack of demand for eLearning programmes,EN
GOE_Q138,Lack of suitable courses available,EN
GOE_Q139,Insitutional educational policy does not include eLearning as an approach to teaching health sciences,EN
GOE_Q140,Competing educational priorities,EN
GOE_Q144,Country has national EHR,EN
GOE_Q146,Country has specific legislation governing the use of national EHR system,EN
GOE_Q153,Lack of capacity,EN
GOE_Q154,Lack of infrastructure,EN
GOE_Q155,Lack of funding,EN
GOE_Q156,lack of evidence showing effectiveness of EHR,EN
GOE_Q157,Lack of evidence showing cost-effectiveness or EHR,EN
GOE_Q158,Lack of demand by health professionals and patients,EN
GOE_Q159,Lack of legislation or regulations covering use of EHR,EN
GOE_Q160,National strategy does not promote the adoption of EHR,EN
GOE_Q161,Lack of national or international standards for interoperability of EHR,EN
GOE_Q162,Competing health system priorities,EN
GOE_Q168,"To define medical jurisdiction, liability or reimbursement of eHealth services such as telehealth",EN
GOE_Q169,"To address patient safety and quality of care based on data quality, data transmission standards, or clinical competency criteria",EN
GOE_Q170,To protect privacy of personally identifiable data of individuals irrespective of whether it is paper or digital format,EN
GOE_Q171,To protect the privacy of individuals' health-related  data held in electronic format as an EHR,EN
GOE_Q172,Which governs the sharing of digital data between health professionals in other health services in the same country through the use of an EHR,EN
GOE_Q173,Which governs the sharing of digital data between health professionals  in health services in other countries through the use of an EHR,EN
GOE_Q174,Which allows for the sharing of personal and health data between research entities,EN
GOE_Q175,Which allows individuals electronic access to their own health-related data when held in an EHR,EN
GOE_Q176,Which allows individuals to demand that their own data be corrected  when held in an EHR if it is known to be inaccurate,EN
GOE_Q177,Which allows individuals to demand the deletion of health-related data from their EHR,EN
GOE_Q178,Individuals have the legal right to specify which health-related data from their EHR can be shared with health professionals of their choice,EN
GOE_Q181,Country has national policy or strategy on the use of social media by government organizations,EN
GOE_Q182,Policy or strategy makes specific reference tothe use of social media in the health domain,EN
GOE_Q196,Country has  national policy or strategy regulating the use of big data in the health sector,EN
GOE_Q197,Country has national policy or strategy regulating the use of big data by private companies,EN
GOE_Q198,Effective standards and best practices for data capture not fully established,EN
GOE_Q199,Insufficient incentives for data sharing,EN
GOE_Q200,Capacity building required for new skills,EN
GOE_Q201,Privacy and security laws need to be in place,EN
GOE_Q202,Research into new analytical methods needs occur to meet the challenges of working with big data,EN
GOE_Q203,Lack of integration between various health services,EN
HIV_0000000001,Estimated number of people (all ages) living with HIV,EN
HIV_0000000006,Number of people dying from HIV-related causes,EN
HIV_0000000007,"Testing and counselling facilities, reported number",EN
HIV_0000000008,"Testing and counselling facilities, estimated number per 100 000 adult population",EN
HIV_0000000009,Reported number of people receiving antiretroviral therapy,EN
HIV_0000000011,Reported number of children receiving antiretroviral therapy,EN
HIV_0000000012,"Reported number of children receiving antiretroviral therapy, month and year of report",EN
HIV_0000000015,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,EN
HIV_0000000020,Estimated percentage of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission,EN
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,EN
HIV_0000000022,Estimated number of people eligible for antiretroviral therapy according to 2010 guidelines,EN
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,EN
